elapsed_s,ep_aim_rate,ep_approach_total,ep_attack_when_aimed,ep_full_log_max,ep_full_log_mean,ep_jump_rate,ep_len,ep_return,ep_yaw_rate,episode,global_step,logs_acquired,truncated,wall_t
12.82530927658081,1.0,0.0,0,0.1850423661961374,0.1850423661961374,0.0,1,25.915000915527344,1.0,1,1,1,False,1777245539.3960376
21.208073616027832,1.0,7.999999999999999,8,0.8408092589538702,0.4125864023154999,0.0,15,54.70951199531555,0.3333333333333333,2,16,1,False,1777245547.778802
27.47497034072876,0.7777777777777778,1.5142107551384514,2,0.8045847156157038,0.35580346806228696,0.0,9,34.78289595246315,0.2222222222222222,3,25,1,False,1777245554.0456986
32.414003133773804,1.0,3.7256849302844204,5,0.45288282171930583,0.33847974282587423,0.0,5,38.20337891578674,0.0,4,30,1,False,1777245558.9847317
42.428871393203735,1.0,7.199999999999999,16,0.7607136253598932,0.6467287828133668,0.05,20,66.32062804698944,0.1,5,50,1,False,1777245568.9995997
66.3876600265503,1.0,10.47597859166755,52,0.5208497083375274,0.4086137398435824,0.016129032258064516,62,143.33660358190536,0.03225806451612903,6,112,1,False,1777245592.9583883
77.37382411956787,1.0,9.464716015485852,18,0.35432724879226535,0.2741411831173129,0.0,23,72.65627837181091,0.13043478260869565,7,135,1,False,1777245603.9445527
87.61758017539978,0.7142857142857143,7.564108418055018,11,0.23590179066694367,0.16038041580263926,0.047619047619047616,21,55.74804958701134,0.14285714285714285,8,156,1,False,1777245614.1883085
97.29203486442566,1.0,6.94866497758721,13,0.7997366435292765,0.6482364667647108,0.05263157894736842,19,62.188101291656494,0.05263157894736842,9,175,1,False,1777245623.8627634
101.86780714988708,1.0,0.27313685469991356,3,0.8093082127383433,0.7545949064902485,0.0,4,31.872803449630737,0.0,10,179,1,False,1777245628.4385357
114.53116273880005,1.0,9.758355981704256,24,0.8611256865008571,0.7803913193839972,0.03571428571428571,28,84.03613525629044,0.10714285714285714,11,207,1,False,1777245641.101891
124.72107410430908,1.0,6.946608955262249,13,0.8052008084165558,0.6244921857723593,0.09523809523809523,21,64.05820173025131,0.14285714285714285,12,228,1,False,1777245651.2918026
132.29982924461365,1.0,3.3494042889482385,11,0.7026909619971402,0.6348684197881386,0.0,13,51.1600159406662,0.07692307692307693,13,241,1,False,1777245658.8705575
