elapsed_s,ep_aim_rate,ep_approach_total,ep_attack_when_aimed,ep_full_log_max,ep_full_log_mean,ep_jump_rate,ep_len,ep_return,ep_yaw_rate,episode,global_step,logs_acquired,truncated,wall_t
623.8411815166473,0.05602716468590832,293.17499962520503,13,0.5656520767610224,0.028363485024600486,0.599320882852292,2356,519.8249424537207,0.3760611205432937,1,2356,0,True,1777299810.4319215
1237.5140702724457,0.07019027484143764,177.49360484250388,30,0.5752671936651668,0.04827278858180853,0.692600422832981,2365,469.2731157839298,0.2828752642706131,2,4721,0,True,1777300424.1048105
1851.1869854927063,0.0,91.48303717331197,0,0.18345680175732798,0.020077489661822004,0.7813953488372093,2365,300.0363740026951,0.21395348837209302,3,7086,0,True,1777301037.7777257
2464.781078338623,0.0008445945945945946,281.39245768199277,0,0.18080753132399985,0.007888672892144441,0.8673986486486487,2368,373.74240644971724,0.11697635135135136,4,9454,0,True,1777301651.3718185
